Participant_ID,Group,Trial_Num,Choice,Outcome,EV_diff,DeltaIBI_z,RT_prev,Switch_After_Loss
P001,Biofeedback,1,2,-10,0.81146550773289,0.690215211612507,0.660612547859017,0
P001,Biofeedback,2,1,10,5.91523084724291,-1.50720331586783,0.226213160518197,1
P001,Biofeedback,3,1,10,8.41415412267455,-2.82115910151161,0.510997312406708,0
P001,Biofeedback,4,1,10,9.6376855981819,-0.32722478832762,0.401737240073687,0
P001,Biofeedback,5,1,10,10.2367553200399,-0.271794946230928,0.442520473127521,0
P001,Biofeedback,6,1,10,10.530073913661,-0.884881130994346,0.78549201396469,0
P001,Biofeedback,7,1,10,10.6736895801263,0.982394929195722,0.621920893130446,0
P001,Biofeedback,8,1,10,10.7440071805201,-1.43861791849541,0.635733699728852,0
P001,Biofeedback,9,1,10,10.7784363277491,1.44799919039695,0.683897046878704,0
P001,Biofeedback,10,1,10,10.7952936461485,-0.491125439420145,0.721342624878182,0
P001,Biofeedback,11,1,10,10.8035473848115,-1.03583609422667,0.959526290434828,0
P001,Biofeedback,12,1,10,10.8075886089435,-1.40096404411027,0.613158281897768,0
P001,Biofeedback,13,1,-10,9.18497219044217,1.17278324156296,0.716074474072592,0
P001,Biofeedback,14,1,10,10.0150962122155,-1.77475344223017,0.428900106934074,0
P001,Biofeedback,15,1,-10,8.45678781822269,-2.15042581944307,0.355546697673785,0
P001,Biofeedback,16,1,10,9.65856005596666,-0.383841326801216,0.776714719040008,0
P001,Biofeedback,17,1,10,10.2469759444123,1.27254344589403,0.43734380036782,0
P001,Biofeedback,18,1,-10,8.66985130995753,-0.468158043452027,0.443102724574672,0
P001,Biofeedback,19,1,10,9.76288094127837,-2.1944860446156,0.285376124537876,0
P001,Biofeedback,20,1,10,10.2980538978599,0.0134450533295359,0.564151381952443,0
P001,Biofeedback,21,1,-10,8.71678446366231,-0.519549114485625,0.924552170028922,0
P001,Biofeedback,22,1,10,9.78586051466792,-0.413080009751695,0.629046402741834,0
P001,Biofeedback,23,1,-10,8.24615380684523,-2.13500551123625,0.451843812833794,0
P001,Biofeedback,24,1,10,9.55542870124822,-2.28823623228155,0.502373924354589,0
P001,Biofeedback,25,1,10,10.1964804130568,0.325886921986681,0.802745654065114,0
P001,Biofeedback,26,1,10,10.5103543741091,-0.976421853856038,0.605455415331676,0
P001,Biofeedback,27,1,10,10.6640344308221,1.27982489166608,0.858327575576979,0
P001,Biofeedback,28,1,-10,9.05306693872439,1.27547711737843,0.517025827165888,0
P001,Biofeedback,29,1,-10,7.57282390201833,-1.67854010531958,1.19135335308711,0
P001,Biofeedback,30,1,-10,6.21269748204716,-0.494790994723874,0.664369070843087,0
P001,Biofeedback,31,1,10,8.55980076744133,-0.920021478773055,0.365743858091556,0
P001,Biofeedback,32,1,10,9.70899761321102,-1.0677323828727,0.92378784364349,0
P001,Biofeedback,33,1,10,10.2716713560094,0.0330503474968055,0.793586252977288,0
P001,Biofeedback,34,1,10,10.547169624213,-0.571506895901127,0.52686092800952,0
P001,Biofeedback,35,1,10,10.6820600411814,-0.481561214374561,0.440436380887597,0
P001,Biofeedback,36,1,10,10.7481055546743,-0.912364577436692,0.82618065325781,0
P001,Biofeedback,37,1,10,10.7804429879076,0.515597827538946,0.829238113789113,0
P001,Biofeedback,38,1,10,10.7962761540505,-0.637122471682949,0.765022265364004,0
P001,Biofeedback,39,1,10,10.8040284437359,-0.824848599735135,0.879573053975289,0
P001,Biofeedback,40,1,-10,9.18170092036132,0.251921162226051,0.697027215445175,0
P001,Biofeedback,41,1,10,10.0134945216201,1.51535853224271,0.433722628211066,0
P001,Biofeedback,42,1,10,10.4207601877058,0.118965370389343,0.480070969503849,0
P001,Biofeedback,43,1,-10,8.829533561329,0.921905260684602,0.541628667173583,0
P001,Biofeedback,44,1,10,9.84106511866138,0.854498903430312,0.748681341274202,0
P001,Biofeedback,45,1,10,10.3363347057804,0.987566257492852,0.719848217525171,0
P001,Biofeedback,46,1,10,10.5788303176543,0.190092143309229,0.67920579129992,0
P001,Biofeedback,47,1,10,10.6975618596416,-1.36675617795764,0.793064678163725,0
P001,Biofeedback,48,1,10,10.7556956087588,0.783963307451348,0.4847392361333,0
P001,Biofeedback,49,1,10,10.784159256496,-0.113132278407638,0.608702974571291,0
P001,Biofeedback,50,1,10,10.7980957263575,-1.45101633531039,0.512722679618629,0
P001,Biofeedback,51,1,10,10.8049193490355,0.244425344387955,0.665374937219769,0
P001,Biofeedback,52,1,10,10.8082603548222,0.0378075316199161,0.308732629578736,0
P001,Biofeedback,53,1,10,10.8098961896555,-0.898549855617914,0.871324525516921,0
P001,Biofeedback,54,1,10,10.8106971327765,0.457798805660365,0.50741135703029,0
P001,Biofeedback,55,1,10,10.8110892933235,0.746820173851875,0.444130353925353,0
P001,Biofeedback,56,1,10,10.8112813043298,-1.81136016902594,0.686352540460107,0
P001,Biofeedback,57,1,-10,9.18836523633482,0.304055636407404,0.586521312084361,0
P001,Biofeedback,58,1,10,10.0167575271059,1.10509018310837,0.389416632370595,0
P001,Biofeedback,59,1,-10,8.45831432314001,-1.32873341766261,0.793575612916734,0
P001,Biofeedback,60,1,10,9.65930746859522,-1.98698283631382,0.633553675086745,0
P001,Biofeedback,61,1,-10,8.12987010395118,-3.00189357921561,0.649569340193916,0
P001,Biofeedback,62,1,10,9.49849347159223,-0.899568565541763,0.860967016318288,0
P001,Biofeedback,63,1,10,10.1686035885723,1.17424397706388,0.723894689454693,0
P001,Biofeedback,64,1,-10,8.59783860046989,-0.983969822097469,0.40246005953109,0
P001,Biofeedback,65,1,-10,7.15453577322744,0.173363605782844,0.480042959909883,0
P001,Biofeedback,66,1,-10,5.82835199213706,-1.39527422525124,0.537557916459557,0
P001,Biofeedback,67,1,-10,4.60978345057364,-1.09536361031519,0.7893726163089,0
P001,Biofeedback,68,1,10,7.7749764435727,-0.667753170353825,0.876299656975456,0
P001,Biofeedback,69,1,-10,6.39844604212433,-1.24003110845835,1.0236443800457,0
P001,Biofeedback,70,1,10,8.65074762123993,-0.0262487495119987,0.722099826672213,0
P001,Biofeedback,71,1,-10,7.20315140945721,0.686415058823814,0.770708476380216,0
P001,Biofeedback,72,1,-10,5.87302263717313,-0.422816593147726,0.793103706593167,0
P001,Biofeedback,73,1,-10,4.65082922684421,0.284601278876972,0.952954527877555,0
P001,Biofeedback,74,1,-10,3.52781259614133,0.522287466451024,0.749258089383898,0
P001,Biofeedback,75,1,-10,2.49592489148103,-0.0740617627774456,0.608577099026906,0
P001,Biofeedback,76,1,-10,1.54777131483928,-0.576137302643093,0.561412193880377,0
P001,Biofeedback,77,1,-10,0.676557130545364,-0.586600830426057,0.709695634295173,0
P001,Biofeedback,78,1,10,5.84917654000531,-0.87826604730295,0.690085538471866,0
P001,Biofeedback,79,1,-10,4.62891815821097,-2.14309163853764,0.528444937500479,0
P001,Biofeedback,80,1,-10,3.50767953515143,-1.9816161045928,1.05905775255087,0
P001,Biofeedback,81,1,-10,2.47742555894697,-0.0157298419906922,0.595148806079325,0
P001,Biofeedback,82,1,-10,1.53077313933197,-1.21813972922384,0.808869050673429,0
P001,Biofeedback,83,1,-10,0.660938298349907,1.80439056749113,0.532571664265661,0
P001,Biofeedback,84,1,-10,-0.138312445544025,0.771624310723496,0.618674938046715,0
P001,Biofeedback,85,1,-10,-0.87270674836798,-0.332656571123594,0.352968798515833,0
